,No.,Tweet,Label,Words,Notes,Contributor
525,526.0,"Come see us at the Wauconda Farmers Market Thursday, August 9 from 3-7 pm. We will have some merchandise to sell and some interesting objects to check out. See what we are up to! (Photo: Back of the Cook House in 1950) #wauconda #farmersmarket #letsgolakecounty #FarmLife https://t.co/9q625KGFhr",Business,,Business,
526,527.0,Ravinia Farmers Market Opens June 6 https://t.co/BpLGHxIaJX,Business,,Business,
527,528.0,Upcoming Event: Hinsdale Farmers Market 2018 Season - 10/1/2018  https://t.co/IH79ak2Hcn,Business,,Business,
528,529.0,@FatimaAlexis2 Let’s go to the farmers market!,Not Business,,,
529,530.0,"These are in total, all the things that are at a farmers market: vegetables, fruit, honey, flowers, and maybe if you’re lucky someone will be like selling some lotion",Not Business,"all, at, vegetables, fruits, selling",,
530,531.0,"@StudMuffinSays @Starrcast18 Hey, I live in the Midwest! All our #Wrestling takes place in barns and farmers markets!",Not Business,"in, wrestling",,
531,532.0,"Forgot to post the Sunday farmers market brunch I made for visiting family: poached eggs with local tomatoes, hen of the woods mushrooms, melted leeks, feta; tart of ground cherries & blueberries with hazelnut frangipane. https://t.co/5ivxOlqScy",Not Business,,,
532,533.0,"Anyone wanting to know how to become a vendor at our farmers market at Hannibal Central Park Farmers' Market, here is a link. https://t.co/yIQrmmHo5F",Business,,Business,
533,534.0,"Only a few weeks left to enjoy the Hyde Park #FarmersMarket @HarperCourt. Find apples, pumpkins, mums & more! Open until 1pm today #HydeParkChicago https://t.co/Lzk6qAVaf7",Business,"apples, find, pumpkin",Business,
534,535.0,"Looks like, smells like, tastes like summer🍍☀️😋 Try TROPICAL TANGO at the Farmers Markets in Mt Prospect 8/5, Wicker Park 8/12 and in Park Ridge on 8/18 #guiltlessguac #vegan #vegetarian… https://t.co/qobNOMMHGE",Business,,Business,
535,536.0,Have some Farmers Market’s coming up? What if you could message every phone within 200 yards? https://t.co/AtbJMpaH0y #advertising #fairs #farmer #farmers #farmersmarkets #localbusiness #market #marketing #organic #proximity #proximitymarketing #specials #store #localfood https://t.co/v2mQPvGqHb,Not Business,proximity,,
536,537.0,"@lexintheA I look at every single store in Chicago. Chain grocery stores, independent grocers, farmers market... it’s like they don’t exist here. I honestly didn’t think we had them anywhere up north till I saw them this weekend in northern MI! 😭",Not Business,have,,
537,538.0,5 events in @ourwickerpark Sunday @mrdavemusic @wickerparksings #farmersmarket @HawkeyChiTown @WickerParkComm @peacelovegoat @ward32chicago @Alderman_Moreno @WPBCC @WeAreWPB @ChicagoParks @MayorEmanuel @The606Chicago @TheRobeyGH @ChicagoCAPS14 https://t.co/qaw8I7KKu2 https://t.co/OR8x2d4mBJ,Not Business,events,,
538,539.0,"It’s no surprise that private well owners, in general, are hard to reach. This is because they can come from every social, economic, and educational demographic. https://t.co/ZWwsyCWqOK

Alyson McCann at @URIWater shares how she reaches well owners with her private well program.",Not Business,reach,,
539,540.0,Heading to the farmers market where I know I’ll get some sort of baked good so I put a fork in my purse. I am Joey.,Not Business,get some,,
540,541.0,Rain or shine we are doing this @LandConnection Champaign Farmers Market @21stShow at 5 pm! Please come join us (we’ve moved inside next to the market) https://t.co/cZ65PlEavt,Business,,Business,
541,542.0,"Presto Pesto has THE best Gluten Free options around! Stop by the Farmers Markets this weekend and let us let you taste the Gluten Free Goodness!!
Saturday: Venice Farmers Market at Avenue Des... https://t.co/cHK3LoRQ19",Not Business,Gluten Free,,
542,543.0,You know it’s the flu when you’re so exhausted from walking one block to the farmers market that you genuinely consider using taskrabbit to have someone put the flowers you bought in a vase 🤒 https://t.co/eMICVFe44N,Not Business,,,
543,544.0,"@Bratts29 Been held on Fridays since 1982. We considered moving days but many of our vendors who participate could not change days. If you can't make it to @SchaumburgIL Farmers Market, check out weekend markets nearby at https://t.co/PLnKZ8WhgU",Business,,Business,
544,545.0,"Don't forget to check out this week's Farmers' Market newsletter! 
https://t.co/vrLiRzIDXs.",Not Business,,,
545,546.0,Legal Fight Continues for Farmer Banned from Market Over Objecting to Gay Weddings at His Orchard  https://t.co/voQj4uibpV,Not Business,gay,,
546,547.0,I’m thinking about going to a farmers market this morning. It’s 45 degrees and raining... still thinking... ummm.. still..🤔,Not Business,,,
547,548.0,"One of the events that makes summer and fall in Oak Park so delightful is the Oak Park Farmers' Market. Come stock up on fresh local veggies, cheeses, honey, and more. https://t.co/h30nSwmQOx",Not Business,"fresh, local",,
548,549.0,Hopefully it warms up by then. https://t.co/BCcQPg26uE,Not Business,,,
549,550.0,Every Sunday starting June 10th! Enjoy the fabulous Farmer's market opening at 7:30am in @Downtownskokie #SkokieIL https://t.co/OUVd11uNpA https://t.co/RMM7OYcXtn,Business,,Business,
550,551.0,I only miss Woodstock for the farmers market and $5 sunflower bouquets🌻🌞,Not Business,$,,
551,552.0,"What’s up rockstars?  🎟🎸
behgaye #stlouis #stl #soulard @ Soulard Farmers Market https://t.co/jckROhQ3gK",Not Business,,,
552,553.0,"During a hard day of garage sale visits, stop by the MG Farmers' Market for breakfast, lunch or some fresh fruit or baked goods on Saturday from 8am to 1pm. https://t.co/9o3NzhHyXK",Business,,Business,
553,554.0,You know what’s happening today? @imancentral Fresh Beats & Eats Farmers Market today 2pm to 6pm. Make sure you come by.,Business,,Business,
554,555.0,@suttondancer @ElisCheesecake @TasteofChi @WaitressMusical @ChooseChicago The Farmers Market is every Thursday! Make sure to follow @ElisCheesecake social media to stay up to date on events 😀,Business,,Business,
555,556.0,Drinking a Farmers Market Series Rhubarb Rice Lager by @moodytongue at @moodytongue — https://t.co/Cvb8RVVIYc,Not Business,,,
556,557.0,"Have you made a visit to the DeKalb Farmers Market yet this year? Head down to the Van Buer Plaza this Thursday from 10am - 2pm! https://t.co/AZBZwLJ1uR 

#DeKalbCounty #FarmersMarket",Business,,Business,
557,558.0,Farmers Market in Wauconda tomorrow! https://t.co/fsNAlPwIUZ,Not Business,,,
558,559.0,"#HuskieNation found me at the @cityofdekalb_IL Farmers Market today! Who will I see at Six Flags - Great America on Saturday? 
#ISpyVictorE https://t.co/nGYYngP4D5",Not Business,,,
559,560.0,"The 95th Street Farmers Market is now underway, 3-7 p.m. today and every Thursday through Sept. 27. At the 95th Street Library parking lot, 3015 Cedar Glade Drive. https://t.co/G7QJr9o19x",Not Business,,,
560,561.0,Farmers markets guide: Your complete Chicago and suburban listings. @EOwensSchiele for @chicagotribune https://t.co/fB056NuDt7 https://t.co/eaH1uWFigR,Not Business,,,
561,562.0,Outdoor #yoga w/Dr.A* 🕉 On Saturdays at 11:30am - Join us!! Sun Salutation🌞 xoxo — at 61st Street Farmers Market https://t.co/ZwSPAHyPn5,Not Business,"outdoor, yoga",,
562,563.0,"Street Food views from @tasteofthephilippines! Catch us devouring Lumpia’s from the #LumpiaLady today. 🙌 #LikeFoodChicago
📸: @likefoodchicago
📍: @tasteofthephilippines
🌁: Daley Plaza Farmers Market https://t.co/ACB9nSBjCh https://t.co/FiQISo9scO",Not Business,"views, street food",,
563,564.0,"Why you should support your local farmers market #1:
Farmers markets grant you the opportunity to get a taste of REAL FLAVOR. Fruits are allowed to become fully ripe, and are brought straight from the field to the you. You're always guaranteed to get the best there is to offer! https://t.co/5j2SMzApBS",Not Business,"REAL, ripe",,
564,565.0,"Enjoy fresh fruit, vegetables, and flowers at the weekly Farmers Market this Saturday, October 6 from 7:30 a.m. – 12:30 p.m. Listen to live music by Tim McCarthy while you shop! #TinleyLifeAmplified https://t.co/u9f5xvVl4t",Not Business,fresh,,
565,566.0,“If you visit your local farmers market during… https://t.co/Eh5O3VzQmi,Not Business,,,
566,567.0,Join us Saturday for what should be a beautiful Fall day at the Downtown Bloomington Farmers' Market. Check out our newsletter to find out what is doing on at the Market. https://t.co/xYBogFmUSv https://t.co/xYBogFmUSv,Not Business,"beautiful, fall",,
567,568.0,"Learn more about Ed Clark Music Services's upcoming shows.

Illinois Products Farmers' Market 5-7
June 7
July 26
Aug. 30 
Oct. 11
 
Robbie’s 
Ed Clark Trio 
June 8, 5:30-7:30

https://t.co/yYcuuxcuxb
@EdClarkPiano https://t.co/9hqlObacM3",Not Business,"music, shows",,
568,569.0,"Come out to @towergrovefarmersmarket tomorrow, Saturday, June 23rd.  We will be at Tower Grove Park in St. Louis from 8 to 12:30.   Great Steak and Ground Beef Specials Available Saturday!  #Farmersmarket #familyfun https://t.co/158Y2nRE3d",Business,,Business,
569,570.0,nice to see farmers market back on at Daley along with that churro food truck https://t.co/BuMqSOblPQ,Not Business,,,
570,571.0,Upcoming Event: Huntley Farmers Market - 7/28/2018  https://t.co/1bTFV38KOT,Not Business,event,,
571,572.0,Want to know where the farmers markets are in the Sauk Valley? We've got a list for you ... https://t.co/bSbwziEm8J,Not Business,,,
572,573.0,Choose your local #FarmersMarket to boost your local economy - https://t.co/Hd6QDElfMY https://t.co/mRFcpPPk2O,Not Business,economy,,
573,574.0,"HOW PROXIMITY MARKETING CAN HELP YOUR BUSINESS AT FARMERS MARKETS, CRAFT FAIRS AND FESTIVALS #askdrmemo #mobilemarketing #craftfair @drmemogamboa https://t.co/GQmbCGBaKi",Not Business,proximity,,
574,575.0,Christened the new tote bag by taking it to the farmers market! https://t.co/WU6ZpSmZpd,Not Business,,,
575,576.0,"Farmers markets 2018:The ultimate guide about Chicago-area farmers markets https://t.co/Y2yGmqOYyF via @Suntimes
 #Chicago #FarmersMarkets",Not Business,,,
576,577.0,"Join us this afternoon for a spiritual recharge. Jum'ah prayer begins At 1pm, followed by our Farmers Market. https://t.co/yiK7eKy0zY",Not Business,,,
577,578.0,"What a beautiful morning to come out to the Libertyville's Farmers Market. 
We're here today from 7am-1pm 
Come and pickup your jar or two of #rollickingbuckaroopepperjam 
Checkout our website for upcoming events https://t.co/GUyhF5oN5L",Not Business,,,
578,579.0,Plan to visit the oldest farmer's market in Illinois with this guide via @onlyinyourstate: https://t.co/aXP3oWF3Fk,Not Business,,,
579,580.0,High key really want to go to the farmers market soon.,Not Business,,,
580,581.0,"Looking for something to do this weekend? Take your family to a local farmers market and meet the folks growing your produce:

https://t.co/L193lqvvji https://t.co/xB28DQZslY",Not Business,meet,,
581,582.0,"Tune in to @whms975 around 8:20 for Champaign Farmers Market updates from Sarah! Don’t forget, it’s End of Month Bonus day! Market runs from 3:30-6:30pm in the parking lot by Neil & Main in Downtown Champaign. https://t.co/eiGOnEbD8e https://t.co/wyp6ohuhwo",Not Business,,,
582,583.0,Tashis in town!! #chitown #logansquare #blonde #brunette @ Logan Square Farmers Market https://t.co/QxHIJ6ES3c,Not Business,,,
583,584.0,FYI! The @UChicagoMed Farm Fresh Friday Farmers Market will be in Goldblatt Pavilion Lobby today (850 E 59th St.) from 10:00 AM - 2:00 PM. #farmfreshfridays #farmersmarket https://t.co/Suc9J81kKT,Not Business,,,
584,585.0,"Tomorrow we will be at Plant Chicago Farmers Market: April Edition serving Tacos: BBQ Stk, Mole Verde Chik'n and Black Bean Sweet Potato.  Of course we'll have our award winning Mac n Cheese as well.",Not Business,,,
585,586.0,"Thanks to @ILStewards: ""As farmers markets open for the season across Illinois, vendors will find it easier to do business thanks to recent changes for cottage food  and related laws."" via @AgNews https://t.co/5IlkHGb15v",Not Business,business,,
586,587.0,#FitnessTip: Take advantage of your local #FarmersMarket to get healthier fruits and veggies. https://t.co/HZc4q5vbOP https://t.co/crlJHXtE9J,Not Business,healthier,,
587,588.0,Bobby marketstall is handing out surplus bushels. Grab one now! https://t.co/f7ixTLrcci,Not Business,surplus,,
588,589.0,See how our local farmers markets measure up to others around the world. https://t.co/ABVlwgw5uP,Not Business,,,
589,590.0,"Stop by The Venice Farmers Market & The History Park Farmers Market Sat & Sun for some GLUTEN FREE PIZZA topped off with PRESTO PESTO!
Saturday:Venice Farmers Market,Avenue Des Parques,Venice,FL 8am-Noon
Sunday:History Park Farmers Market,501 Shreve Street,Punta Gorda,FL 9am-1pm https://t.co/1q5dAPpKzR",Not Business,,,
590,591.0,"This week's lineup!

Today/Wednesday 3-7 pm Farmers Market at St. John's - Naperville, Illinois

Thursday 3-7 pm #95thStreetFarmersMarket @ Naperville Public Library's 95th Street Branch

Friday 6-10 pm Eric In The... https://t.co/7exhhfCz9Z",Not Business,lineup,,
591,592.0,"It’s National Farmers Market Week! Put your money where your market is and pick up the cream of the crop in Alton, Jerseyville, Wood River and Brighton.
•
•
•
•
•
•
#VisitAlton #ExploreGreatRivers #NationalFarmersMarketWeek #FarmersMarkets #FarmersMarket #EnjoyIllinois #… https://t.co/Wpg4TggzgA",Not Business,cream of crop,,
592,593.0,"-hit the farmers market with @AnnaBethTB today, putting away groceries-",Not Business,,,
593,594.0,"The Champaign Farmers Market opens in 2 weeks, but you can get an early taste tomorrow at @WatsonsChicken from 5-7pm at our first pre-season pop-up market! https://t.co/y2BkIYQXo3",Not Business,,,
594,595.0,"Tamales Express, a Riverside Farmers Market vendor is hiring for market season. Anyone want to make some extra cash? https://t.co/NabK5GJZDu",Not Business,"hiring, cash",,
595,596.0,"Start your weekend with a visit to the 61st Street #FarmersMarket, located at 61st/Dorchester. Open from 9am-2pm. #Woodlawn #HydeParkChicago https://t.co/iTuOO6nR5K",Not Business,,,
596,597.0,"Fun for all ages is planned at the #OakPark Farmers' Market this Saturday. @chicagobotanic will be on hand to host an activity for kids, and a chef from @AutreMondeCafe is slated to host a cooking demonstration from 9-11 am. Find complete Market details at https://t.co/pEEz7l023M https://t.co/7M6R5QrJ3y",Not Business,fun,,
597,598.0,Fall Fun at the Skokie Farmers’ Market https://t.co/dgs1QzH0kU,Not Business,fun,,
598,599.0,"In town? Start your Labor Day weekend with a visit to the 61st Street #FarmersMarket, located at 61st/Dorchester. Open from 9am-2pm. #Woodlawn #HydeParkChicago https://t.co/EsCPdzp5wo",Not Business,,,
599,600.0,"Parents: “Ooh, what’s that, looks like a farmers market”

Ms.5: “WE’RE NOT GOING THERE”",Not Business,,,
600,601.0,#preppersproduce #preppingainteasy #gardening #vegetarian #vegan #farmersmarket #urbanfarming hidden fruits @ Preppers Produce https://t.co/SNzmneicGD,Not Business,hidden fruits,,
601,602.0,SNAP shoppers can get up to $40 extra to spend on fresh produce this week at the Champaign Farmers Market! We’re open Tuesday from 3:30-6:30 in the parking lot by Neil & Main in Downtown Champaign. Let’s make this a great October for our local farmers! https://t.co/gJM6rb04OY https://t.co/ycCu2grYYG,Not Business,"SNAP, $",,
602,603.0,Our New Location and Dates the Farmers Market will be open. https://t.co/eUrGqWfeWw,Not Business,,,
603,604.0,Nothing like picking up some @heartofmercy bread from the farmers market on the way to my conference this morning #lovethiscity #iste18 https://t.co/UipUS0zev0,Not Business,,,
604,605.0,🍎 14 Central Illinois Farmers Markets you don't want to miss! → https://t.co/G9exfm1tX9 https://t.co/o227SjAYB4,Not Business,,,
605,606.0,South Shore Farmers Market 070818: https://t.co/MDxKgXoPm4 via @YouTube,Not Business,,,
606,607.0,ITS TIME FOR DUH DUH DUH THE LAST FARMERS MARKET OF THE YEAR,Not Business,,,
607,608.0,"We're kicking it down at Batavia Farmers' Market today! Stop by and get your caffeinated goods! 
#farmersmarket #BataviaIL #coffee https://t.co/D0wWqlEW29",Not Business,,,
608,609.0,This Wednesday marks the final Rantoul Farmers Market of the season! Grab ingredients and much more from 4-7! #VisitChampaign #OutsideofOrdinary https://t.co/AdSeCtSsnv https://t.co/eaq4MoWAzR,Business,,Business,
609,610.0,"Let Presto Pesto help you out this summer with some delicious Gluten Free recipes! Stop by this weekend and let us help!
Saturday: Venice Farmers Market at Avenue Des Parques, Venice, FL 8am- Noon
Sunday: History Park Farmers Market, 501 Shreve Street, Punta Gorda, FL 9am-1pm https://t.co/DIcxXL7PkL",Business,,Business,
610,611.0,There's farmers markets happening every day of the week in #Chicago and the suburbs! Check out the guide: https://t.co/OoyxnIrJOJ #ChicagoBestBets https://t.co/SQuzPVZeNP,Business,,Business,
611,612.0,Pilsen Community Farmers Market  https://t.co/U8qqRV0YYr,Not Business,,,
612,613.0,"This time of year, there are countless types of fun fruits and vegetables available at your local farmers market. How can you keep it fresh (literally!) & utilize your produce purchases in  a creative way? Try out... https://t.co/ETJTcHToES",Business,,Business,
613,614.0,WSSRA has been chosen for the Fresh Thyme Giving Bag Program for July! @ Fresh Thyme Farmers Markets https://t.co/MgnLacLixE,Business,,Business,
614,615.0,"Farmers Markets are getting ready to open for the season! 
https://t.co/X5R6C47VDT #chambana #eatlocal #farmersmarkets #farmtotable #chambanaeats",Not Business,,,
615,616.0,"Beet salad with mixed greens, fresh herbs, white balsamic vinaigrette, @rothcheese Butterkase cheese. #shoplocal #midwest #midwestchef #beets #salad #farmersmarket https://t.co/FiS88PrLxL",Business,,Business,
616,617.0,"This week in honor of July 4th, Bridge 'N Sweets Gourmet Bakery will be bringing American Flag Pies to the Crystal Lake Farmers Market in addition to Apple Fritters, Lemon Rays of… https://t.co/jy1WUlz2aZ",Not Business,,,
617,618.0,Come check out Karis for just a little while this morning at the Farmers Market in Mt Carmel. She’s shooting a film for Midland Institute all day spotlighting her Jars of Hope business.,Not Business,,,
618,619.0,"Locals! Pay me a visit, get some peaches, support your local public farmers market. https://t.co/7nZzWjKTPY",Not Business,,,
619,620.0,Wicker Park Bucktown Chamber’s Farmers Market https://t.co/iKEHcsYV6l,Not Business,,,
620,621.0,How you know it’s summer in Chicago. The @avillechamber Farmers Market in full bloom. https://t.co/nqxLXcZoOv,Not Business,bloom,,
621,622.0,"I'm at Fresh Thyme Farmers Market - @freshthymefm in Fairview Heights, IL https://t.co/jyiBKAYLdv",Not Business,,,
622,623.0,"Mainstays Farmers Market  Caledon Bowls w/ Lids

Just $4.99! https://t.co/BZpe2aAuQa

(Reg. $15.97 - Lowest Price!) https://t.co/wepUqIjDrT",Not Business,$,,
623,624.0,Stock the frig with freshness from Downtown Skokie's Farmers Market— Open Sunday! https://t.co/zC1TkYVztn https://t.co/adxW292llS,Business,,Business,
624,625.0,"12Aug18:  My first Illinois farmers market.  Now I’ve heard about a hill of beans, but a pile? 😜. Most of the fruits and veggies were okay, but some were damaged, and I’m very picky about… https://t.co/SGGJ5579EI",Not Business,"okay, damaged",,
625,626.0,Old North Farmers Market: one bouquet- $1 #oldnorthfarmersmarket #communitygarden #STLcommunity #locallygrown #zinnias #nofilter @ 13th Street Community Garden https://t.co/b0u5eZ2kWv,Business,,Business,
626,627.0,"Kidzeum of Health and Science is opening THIS SATURDAY!!! The celebration begins at 8am with ""Kid's Day"" at the Old Capitol Farmers Market and will carry on with a street party until 5pm! https://t.co/ajmbofgJtS",Business,,Business,
627,628.0,“Can’t you see us going to the farmers market or like a Mac Demarco show” hahahahahhahahahha,Not Business,,,
628,629.0,"HOW PROXIMITY MARKETING CAN HELP YOUR BUSINESS AT FARMERS MARKETS, CRAFT FAIRS AND FESTIVALS #askdrmemo #mobilemarketing #craftfair @drmemogamboa https://t.co/GQmbCGBaKi",Business,,Business,
629,630.0,"Farmer market adventures with @paigeworthy! (@ Lincoln Square Farmers Market in Chicago, IL w/ @chicofc) https://t.co/zYvkLownfz",Not Business,,,
630,631.0,Looking forward to seeing my farmers market family today as we have the last indoor market this spring. Woodstock Farmers Market,Not Business,indoor,,
631,632.0,"These will be available at Jefferson St. Farmers Market today from 430-730.

Moisturizing Body Sprays $10 

Formula #2 Toilet Sprays $5",Business,,Business,
632,633.0,A9. We just moved to a place that has one of the largest Farmers Markets in the country - the Dane County Farmers Market in @Visit_Madison #TBINChat https://t.co/6ipMwzkHQv,Not Business,,,
633,634.0,"Summer Fun, Concerts, Parades, Carnivals, Farmers Markets can all be found on this edition of the Mount Prospect Update. https://t.co/P41C8hYd2r",Business,,Business,
634,635.0,"Sean Wotherspoon & GUESS Jeans U.S.A.'s ""Farmers Market"" Concept Goes Global https://t.co/nx5gq3ziov",Not Business,,,
635,636.0,The Ravinia Farmers Market will celebrate its 40th season starting Wednesday in Jens Jensen Park in Highland Park https://t.co/4GretPtQsZ https://t.co/DC7Yme1kRh,Not Business,,,
636,637.0,#HealthTip: Start shopping at your local #FarmersMarket to find fresh fruits and veggies for #HealthyEating. https://t.co/mhY4Oudjya https://t.co/G3KZG0ejl7,Business,,Business,
637,638.0,@HampshireIL we are here and we have brought you FREE INTERNET FOR LIFE! Come check us out at the Hampshire Farmers Market from 8-12! #winchicago #GLM #EliteEntertainers https://t.co/tvhJc8XLSI,Business,,Business,
638,639.0,"my first real #bikechi northwest this year! Elston/Central/trail to Edgebrook, was barely in time for the farmers market",Not Business,,,
639,640.0,Checkout what's being whipped up by @TheChoppingBloc tonight at 6pm during the #LincolnSquare Thursday Evening Farmers Market. https://t.co/TyE91sc77z,Business,,Business,
640,641.0,"Mike Felten has a show on 06/24/2018 at 12:30 PM @ Wicker Park Farmers Market in Chicago, IL https://t.co/5wbUoC42IB #concert",Business,,Business,
641,642.0,#foodies #produce MT @Suntimes: It’s that time of year again when #farmersmarkets sprout up across #Chicago. Here’s a look at some of what you’ll find at neighborhood farm stands:  https://t.co/bXRsPLNBpL https://t.co/1oNPXs4wbp,Business,,Business,
642,643.0,Dropping money at the farmers market as if my eating habits might radically change over the next week like tf am I gonna do w 3 zucchini’s lbs,Not Business,zucchini,,
643,644.0,apparently the farmers market doesn’t end till 2 so we still get to head there before going to the arboretum!,Not Business,,,
644,645.0,"Better make sure the Grinch doesn't steal your strawberries for this weeks kids activities at the Farmers Market from 9:30am-10:30am!
#grinch #activity #kids https://t.co/i9q6plljx5",Business,,Business,
645,646.0,"Post-orgasm outside of a busy farmer’s market. I think I got away with it, but things got a little shifty when the lady parked next to me came back to her car [img] - #PublicSex #shameless - https://t.co/44sP4FtwMV https://t.co/UY00FArpC1",Not Business,,,
646,647.0,"Admissions Counselor Beth Emperor will be tabling tomorrow at the @Moody_Bible Graduate Fair, 10a-4p at 821 N. Wells Street! Later that day you'll find Beth at the Farmers Market in the Ravenswood Covenant Church parking lot from 4p-8p. We hope to see you there!",Business,,Business,
647,648.0,Come see us at the Hyde Park Farmers Market today until 1pm! https://t.co/erGZDMqkuS,Business,,Business,
648,649.0,Sprouts Farmers Market LEEDS the way in Pervious Building Materials #EmergencyVehicleAccess #Grasscrete #LEEDSilver #PerviousConcrete #PerviousPavementMortonIllinois #SproutsFarmersMarket #StoneFilled #StormWaterManagement https://t.co/Q1TZydFKva https://t.co/j7Wa0WYZqz,Not Business,,,
649,650.0,"RT edchoice """"'How much do farmers markets cost Walmart?' It’s a ridiculous question."" Find out what this means to the conversation around #publiced and #schoolchoice via https://t.co/UOcMGNOhbg""",Not Business,cost,,
650,651.0,"Do you have lunch plans? Stop by the SOAR Farmers Market at 12pm, noon for a Chef Demo with Chef Doug Wroble - and stick around for a taste of the dish! https://t.co/Q7qrdmDnno #ChicagoCityMarkets #EatLocal #OnlyInStreeterville https://t.co/YDE5FjwMGt",Business,,Business,
651,652.0,"Edgebrook Neighborhood Farmers Market this week! Find out who you'll see THIS Sat, 7/14, 9am-1pm! | Everyday Edgebrook / Blog https://t.co/Dy7iF5AH4r",Not Business,,,
652,653.0,"Last week for Mirai corn, this makes me sad! #Andersonville (@ Andersonville Farmers Market - @ecoaville in Chicago, IL) https://t.co/wxhf2W5dpE",Not Business,,,
653,654.0,"Check out this #event: Lincoln Square Farmers Market - Cooking Demo, live music, food,drinks: https://t.co/gs8NpMsygC #chicago2flat",Business,,Business,
654,655.0,"We love participating in the Riverside Farmers' Market each week! Thanks to Riverside Farmers' Market and Von Tarverdi for featuring us as ""Vendor of the Week"" this week! Market is each Wednesday (3pm-7pm) in Riverside, IL. https://t.co/1zIpc1dy7D",Business,,Business,
655,656.0,"What is your favorite farmers market?????

https://t.co/JVdlPPpJAc https://t.co/JVdlPPpJAc",Not Business,,,
656,657.0,"Starting fumbling with this thing between sets at the #farmersmarket yesterday. Random #words again to find a #melody for now. Kinda liking it. Also, listen to @telethonband cuz they… https://t.co/Xn52CvFvuH",Not Business,"sets, melody",,
657,658.0,"Come find the best our local farmers have to offer at the Highland Park Farmers Market today from 3 PM – 7:30 PM, at the Harvest Bible Chapel Parking Lot, 1731 Deerfield Road...https://t.co/pA7axY1nTe https://t.co/MrW2aet04Z",Business,,Business,
658,659.0,2018 Grayslake Farmers Market: https://t.co/a3oImz5lPf via @YouTube,Not Business,,,
659,660.0,Grandpa Bill's Gluten Free Bread will be at the Farmers' Market tomorrow morning with lots of great stuff. The market runs from 7:30 a.m. to noon. https://t.co/CEjSIHN5Ly,Business,,Business,
660,661.0,"Looking for homemade items? MCHENRY FARMERS MARKET on May 17, 2018 @ 4:30 - 8 PM https://t.co/t7mysS4i54",Business,,Business,
661,662.0,Testing out our new canopy for the farmers market!  #GordonHeat https://t.co/V0jNeJo8NX,Not Business,canopy,,
662,663.0,Did you know @GreenCityMarket has an app? You can pre-order all of your favorite farmers market goods! https://t.co/zF3qJeRDsY https://t.co/zF3qJeRDsY https://t.co/IE1jfJ88fE,Business,,Business,
663,664.0,Another beautiful day at the Downtown Elgin Farmers Market! #downtownelgin #ExploreElgin #ElginIL #farmersmarket https://t.co/aJzg6dBd5b,Not Business,,,
664,665.0,Tens of Thousands of People Are About to Lose the Ability to Buy Fresh Food at Farmers Markets https://t.co/0eYEyoHSSh via @ModFarm,Not Business,"buy, ability",,
665,666.0,"I'm at Dane County Farmers' Market in Madison, WI https://t.co/jCedLOe447",Not Business,,,
666,667.0,"Did you miss the Zumba Bash last Saturday? No worries, you can go this Thursday! Easy registration for a workout well worth it!
https://t.co/ARVEySylLh https://t.co/K99vLARRaB",Business,,Business,
667,668.0,We have Cinnamon Rolls at the Hyde Park Farmers Market today! Stop by and see me! @ The Hyde Park Farmers Market https://t.co/lB4FzOqpdN,Business,,Business,
668,669.0,Upcoming Event: Hinsdale Farmers Market 2018 Season - 7/2/2018  https://t.co/nKD9mUAlKy,Business,,Business,
669,670.0,Celebrate Farmers Market Week by riding to North End Market on a LimeBike.  Triple your SNAP $ on Saturday! @LinkUpIL @RockfordHousing https://t.co/SKe8iItVf2,Business,,Business,
670,671.0,"I'm at Soulard Farmers Market in Saint Louis, MO https://t.co/LCL4rx6vlF",Not Business,,,
671,672.0,"Lincoln Square Ravenswood Farmers Market Vendors, Schedule https://t.co/Bk0XGQUsDZ",Not Business,,,
672,673.0,"""As area farmers markets begin to open for the season, bringing fresh produce to many south suburban locations, a harsh reality blights the popular mantra that, when it comes to good nutrition, nothing beats freshly picked fruits and vegetables."" https://t.co/paU8YZqEtu",Not Business,"freshly, nutrition",,
673,674.0,Classic Marmo keychains are flying off the shelves. Berwyn farmers market til one. Come get a tee or music bundle or Marmo! #toys #music #farmersmarket #berwyn #merch… https://t.co/fm3Ld2SxTa,Business,,Business,
674,675.0,"The Antioch's Farmers Market will be back this week.
Thursday, September 13th starting at 3:00 pm - 7:00 pm right at 900 Skidmore Drive. (In front of the Bandshell) 
See you Thursday. https://t.co/m583SKh9Jm",Business,,Business,
675,676.0,a little rain wasn’t going to deter me from getting an apple tarte from the sweet french nuns from st. roger’s abbey 💁🏽‍♀️🇫🇷🍎 @ Independence Park Farmers Market Chicago https://t.co/y3oZqqlNuB,Not Business,sweet,,
676,677.0,"It's only rain... come on out and support your local farmers market.
#rollickingbuckaroopepperjam is sampling here until 130pmpark https://t.co/yP16katE6Q",Business,,Business,
677,678.0,"Byron Center Farmers Market opens THIS Saturday, May 5 from 9am - 2pm. New location in @TangerOutlets parking lot.   https://t.co/dwzFefF1zZ @ByronCenterCham",Business,,Business,
678,679.0,"Quality chalking in advance of Plant Chicago’s farmers market on Saturday, June 2.  Get food from @PHBakery @whinerbeer @bikeabee @4LWCoffee and more! https://t.co/LuLxFFCbrN",Business,,Business,
679,680.0,Did the farmers market choose the hammer dulcimer  or did the hammer dulcimer choose the farmers market?,Not Business,"hammer, dulcimer",,
