Sentences,Label 
We only came for food!,Non-relevant
"3: the ""grocery"" produce: perhaps my biggest irk.",quality
"We go to farmers markets to buy local, supporting the local farmers, to eat in the season and get the freshest, whole foods we can.",Non-relevant
How in the world are tomatoes from Arizona(as it said on the box) fit in that?,Non-relevant
Some purveyors had so any different varieties of produce that it was obvious that they are not growing them but purchasing them at wholesale and turning a profit on people none the wiser.,availability
Talk to the vendors people!,Non-relevant
"I found a certified organic farm from Michigan that was able to fulfill my need for cucumbers, tomatoes and kale but some of you may of bought the same stuff being sold at Mariano's down the street!",availability
A few reviewers said that the food was more expensive than the grocery store.,Non-relevant
It can be.,Non-relevant
"But we pay more to support the local farmers and sometimes it's a better deal than the chemically enhanced, grown in a lab, cross bred stuff found at the grocery store.",environment
You pay a premium to eat good the way it looks grown from a seed with little to no human intervention!!,Non-relevant
In the end we won't come back.,Non-relevant
There are so many farmers markets now and this one for the reasons above is just not worth the time.,Non-relevant
Hmmmm...,Non-relevant
"Parking is rough, the crowds are absurd, and I can't say the selection is any more amazing than I can get in Naperville.",environment
I'm glad I went but I don't think I'll go back anytime soon.,Non-relevant
"This is a great farmers market with a large selection of produce from several vendors, as well as some meat and dairy, and non-food items like bird seed and gift items.",availability
It can get crowded and the location doesn't have a lot of great parking nearby - but the selection and prices are worth it.,environment
"Whatever you do, if you bring your dog, look out for idiots who don't watch their dogs and use retractable leashes.",environment
Some stupid polish chick and her idiot boyfriend on Sunday had a little rat looking dog that they let come over by my dog and tangle the leash all up and of course my dog was annoyed and growled at their stupid dog and they blamed me.,environment
Be aware.....I will not be taking my nice dog there anymore because of stupid dog owners.,environment
"While I was in town a couple weeks ago, my parents invited us to tag along with them on a Sunday morning trip to the Lions Farmer's Market.",Non-relevant
"The market wasn't really around (or it was small) while I lived in town years ago, so I was pretty shocked to find out how large and diverse it was (I also commend my parents for shopping here).",environment
The entire [long] parking lot of the train station is occupied for this market -- with a good crowd of people and dogs.,environment
"It's bigger than the Schaumburg Farmer's Market, which is usually my favorite in the 'burbs. All your food bases are covered: veggies (soooo many delicious veggies at different booths), breads, sauces, fruits, meat, eggs, etc.",availability
"Several craft booths were present, including one with stunning dried & decorated gourds.",Non-relevant
It fascinated me.,Non-relevant
"At one end of the market was a taco booth, with fresh tacos for people to enjoy while they look around.",Non-relevant
"I don't know if the booths I saw are the same that show up every week, but man, I was impressed.",Non-relevant
Definitely check out this market if you're in the area and looking for ways to support local farmers & businesses.,environment
"This is one of the few farmer's markets on the weekend, so us M-F working stiffs in the 'burbs can enjoy it!",Non-relevant
It's every Sunday June through October.,Non-relevant
"It's not huge like the French Market in Wheaton, but it has just enough of everything to have most of the bases covered.",availability
"There were plenty of fresh fruit & veggies, an olive vendor who also had fresh pita bread, a cheese vendor, a couple of bread & pastry booths, a fresh meat market vendor, kettle corn, frozen yogurt, a taco vendor & a variety of craft-type booths offering jewelry, purses, dried & decorated gourds (gorgeous) & lawn ornaments.",availability
"While their location is idea for visibility, it is not ideal for parking.",environment
"We only had to walk a block from where we parked, which isn't bad, but having to cross the railroad tracks can be a bit tricky for the elderly crowd (one, they are trying to hurry, which always makes me nervous, and two, they have to keep looking down to make sure they walk over the tracks so they can't keep looking up to see where they are actually going...I'm just glad I was there to hold Busia's arm & direct her while she looked down to watch her step).",environment
"When I saw that I couldn't check in at the Farmer's Market because it wasn't on Yelp yet, I was shocked!",Non-relevant
"This busy farmer's market appeared to have numerous satisfied customers, a regular clientele, and tons of great produce.",environment
"From the standard organic veggies you expect to see at a farmer's market to harder to find market goods like Farmer Nick's naturally-raised meats and free-range chicken eggs, you can get most of your fresh food shopping done here on Sundays between 8am and 1pm from June to October.",availability
"Everything is seasonal, so I say ""most"" because if you're like me, you want a couple of bananas every week to put in your Cheerios.",Non-relevant
"Beyond that, though, this market has such excellent variety that you can plan any number of meals without leaving this block-long stretch of stands.",availability
"I snapped up some sweet corn, brussels sprouts, and apples after waffling over whether to take home the season's last strawberries.",availability
"There are also a few unexpected things, like the guy sharpening knives on an old-school wheel (I love when markets have this!), the smoothie stand, the pizza-while-you-shop guys, and the fresh hummus stall, which has at least a dozen kinds of hummus plus packed olives and cornichons.",Non-relevant
You can even buy pastries from nuns.,availability
There were a couple of vendors that caused me to raise an eyebrow.,Non-relevant
"I expect to see marble wine bottle toppers at WineStyles, not at a farmer's market.",Non-relevant
"I would have liked to see something more fitting with the idea of local, sustainable products there instead, like Chicago rooftop honey.",quality
"The Lion's Club sponsors the market, and they are always accepting donations of used glasses, plus they accept used ink cartridges for recycling.",Non-relevant
"They also have themed market days from time to time, like the Fitness Fair and French Market Sunday.",Non-relevant
"Overall, this is a great Farmer's Market with more parking than the Park Ridge market that takes place on Saturday and just as many cute dogs being walked between the stalls.",environment
"I'll be back again, and I can't wait for fall produce to appear!",Non-relevant
I agree with everything Elizabeth W. said in 2011. 2013 continues with an excellent variety of fresh produce.,availability
Sometimes I splurge on the unusual mushrooms (crimini are my favorite).,Non-relevant
"Herbs, onions, gourds, corn, peaches, blueberries, all different kinds of raspberries, yum!",availability
"There are a couple of artists, too.",environment
"You can get almost your entire meal here, for what I think are reasonable prices (and I'm a German-bred stingy person!).",environment
"Most booths require cash, but some will accept credit cards now, thanks to smart phone technology.",environment
"Keep up the good work, MP Lions Club!",Non-relevant
Love this farmer's market.,Non-relevant
"Plenty of wonderful produce from Illinois, also Indiana and Michigan, too; Fresh baked pastries from an Oak Park convent; Artisanal cheeses and olives; Homemade doggie treats; Lovely handmade table linens, etc.",availability
Great way to meet neighbors and it is a very dog-friendly crowd.,environment
A nice way to start your Sunday morning....can't wait for it to return in late spring.,Non-relevant
A great farmers market with an excellent selection of products.,availability
This one is by far better than the one in Arlington Heights.,Non-relevant
Walk down to the vegetable stands on the very end.,Non-relevant
They usually have the best prices.,environment
My first time at a farmer's market here in the city (I lived in Michigan for 8 years and actually shopped at stands outside farms - so this is new to me!),Non-relevant
Lots of people and good range of goods.,availability
No bad experiences except that sometimes the nuns run out of pain-au-chocolate!,Non-relevant
Boo!,Non-relevant
Lesson learned: come earlier than later.,Non-relevant
"Where can you get an official French ""pain au chocolat"" (French chocolate-filled croissant type pastry) from an official French nun?",Non-relevant
"The Winfield Farmer's market, yeah, that's where!",Non-relevant
"I went here on a whim one Wednesday morning (it's open from 7am to 1pm on Wed. from June to October), because I'd seen the sign on the road every day as I drove to work.",Non-relevant
"They have sustainable, pastured meat and eggs and dairy.",quality
They have sustainable veggies.,quality
"They have random other stuff that doesn't really fit in anywhere, but , hey, it's fun to look at.",environment
"Really, it was my happy little transplanted foreigner's dream.",Non-relevant
"Not only did I get to speak French to a nun while asking for a pastry that was much more delicious than its preformed Panera Bread red-headed step-child relative, but I also walked out with pork heart and giant purple aspargus.",quality
Wait... you ask yourself.... why is this woman taking home a pig heart?,Non-relevant
"Does she participate in some sort of ritualistic, Indiana Jones-style sacrifice?",Non-relevant
"Worry not, my friend.",Non-relevant
Some people actually eat this stuff.,Non-relevant
"Cooked, diced, and sauteed.",Non-relevant
"Not like, raw and whole or something.",Non-relevant
Back to the Farmer's Market.,Non-relevant
I liked it except for the fact that it was fairly small.,environment
"I suppose that it IS Winfield, and farmers in the direct area are few and far between, but I was hoping for a little more.",Non-relevant
"Also, the sustainable and pastured meat was delivered through a meat broker (sounds shady, eh?",Non-relevant
It's really not).,Non-relevant
"Basically, they get meat, eggs, etc. from various farms within a 200 mile radius or something.",availability
They sell it at farmers markets.,Non-relevant
"So, it's more expensive than if the farmers themselves were to sell it.",Non-relevant
"My pig heart, for example was $6.",Non-relevant
Pig hearts are fairly small.,Non-relevant
"If you are taking notes on this for any reason other than culinary ones, please stop, as you are making me nervous.",Non-relevant
"I'll go back several times this summer, I'm sure.",Non-relevant
I need to get more chocolate pastries....,Non-relevant
This is where I go since I've sworn off the Wheaton French Market.,Non-relevant
"There's actually more vegetables here than 'stuff' and pastries, and it's not crowded to the point of being a hazard to walk through it.",environment
"There's no organic farms though, unlike the Wheaton market which had one organic farmer, so I have to cut a star for that.",quality
"But, if you want fresh local produce without the hyper-consumerism and crowds of the Wheaton market, this is the place to go!",environment
A great little market at the corner of County Farm Road and Geneva in Winflield.,environment
"Several produce vendors fresh from Michigan, a fresh donut maker, kettle popcorn vendor, That Pickle Guy, and Twin Farms that has the best corn around.",availability
A few jewelry vendors and other miscellaneous items--but this is a farmers market!,availability
Ample parking and lower prices than most markets around!,environment
Wednesday only.,Non-relevant
"What a great variety of fruits, veggies and other home-made yumminess.",availability
This is right by my house and I try to go every week!,Non-relevant
People are super friendly and helpful!,environment
I LOVE the South Loop Farmers Market!,Non-relevant
I have lived in the South Loop for over 30 years and was so happy once I heard we would have a market in the South Loop.,Non-relevant
We thought the day would never come!,Non-relevant
It's amazing to buy fresh fruit and vegetables along with fresh bread and come home and cook a real meal with such fresh produce.,availability
I try and go every week they are there.,Non-relevant
Also love supporting local farmers and other interesting things for sale.,environment
Thank you South Loop Farmers Market!,Non-relevant
Great addition to SLoop.,environment
"Small, but has everything you'd expect from a farmers market Holy Moly!!!",Non-relevant
This farmers market was awesome!,Non-relevant
I was invited to photograph it and had a blast!,Non-relevant
It's a beautiful spot tucked away next to The Second Presbyterian Church which is stunning!,Non-relevant
I learned that the church is having one of their large Tiffany Glass windows restored soon.,Non-relevant
And they give tours of the gothic gemstone.,Non-relevant
The Market itself was as diverse in goods as the neighborhood.,availability
I got some amazing coffee from a new roaster Sputnik $10/pound coffee that is on par with all the other great roasters this city has.,environment
"Beautiful flowers from Larkspur Flowers, whom actually grow their own flowers in Michigan I learned.",environment
HOW LOCAL IS THAT!!!!,quality
I feel like all the vendors were hand picked to fill the market with the best of the best who all had smiles on their faces.,environment
Don't even get me started on the fruits and cheeses!!!! ; ) I plan on being there every Thursday!,Non-relevant
"For Sean S. who didn't enjoy his last visit, I urge you to come back, I'll buy you an Ice cream from Yoberri I promise you wont be disappointed.",Non-relevant
"I went on September 29th, the last day of the market.",Non-relevant
"Only one vendor was there, Bread from Heaven.",availability
There was a banner across the street saying the Farmers Market happens rain or shine.,Non-relevant
I checked their website and nothing was mentioned about it being closed due to weather.,Non-relevant
"I asked the vendor, who said they were told 'today was the last day and the market was closing early because it was windy.'",Non-relevant
They could still be there if they wanted.,Non-relevant
No signs from the manager of the market stating that was the case.,environment
The South Loop Farmers Market lost a potential customer for next year because of lack of communications.,environment
This market serves as a much needed addition to the neighborhood.,environment
It's a small market with great vendors and they're growing all the time.,environment
I'm excited for the upcoming 2017 season!,Non-relevant
This is a great little farmer's market.,environment
I have been meaning to come here for a while.,Non-relevant
Everything that we got here was superb.,quality
The cheese from the cheese vender was absolutely delicious.,quality
The fresh peaches from one of the the produce vendors were fresh and juicy.,quality
And the blueberry scones from one of the bakery vendors were some of the best scones I've ever had.,quality
We only picked up a few things but I will definitely be stopping by here more often now.,Non-relevant
"The prices are a bit high, but like someone else said on here, it is supply and demand.",availability
You are getting a lot of fresh and tasty goods in an area where a lot of people don't mind spending a little extra.,quality
They are fairly reasonable though.,environment
"Overall, if you haven't been here, you should try it!",Non-relevant
Glad I finally found a nice farmer's market in Chicago.,Non-relevant
"By the way, the biggest produce vendor does accept credit cards which is nice.",Non-relevant
You need to make sure you go to this market early in the season.,Non-relevant
We went on the last day and the produce was not that great.,quality
A bit rotten honestly.,safety
But the pastries and cheeses were excellent.,quality
They have more to choose from early on in the season and I'm not going to give them a poor rating for something beyond their control.,Non-relevant
We'll definitely be back to check them out in the spring!,Non-relevant
"Anticipated moving into Lakeview for some time, mainly for easy access to this Saturday market.",Non-relevant
"However, I soon found out the difference between one of the city's farmers markets and this French market: choices.",Non-relevant
The number of vendors is disappointing as well as the variety of offerings.,availability
Possibly it's the space limitation?,Non-relevant
Big on charm but small on substance.,environment
I'll stick with the larger downtown and north side weekday markets.,Non-relevant
"This has gone on ever since I have been in Chicago, small but nicely ""curated"" with a well picked collection of desserts, vegetables, and other specialty items.",availability
"However the most I have ever purchased is a scone or cookie, the prices on the produce always seemed a little higher than the better deals in The Corporations.",environment
"However I am in support of The Idea of these great little markets, they have so many good finds on average, and this one is an oasis in an otherwise bland concrete jungle of a neighborhood.",environment
We're there virtually weekly throughout the season.,Non-relevant
Produce is great; cheese is great; bakery is very good.,quality
We especially like the friendly folks from Klug Farms and the cheese vendor.,environment
This market is small and limited for Lakeview.,environment
"There only one flower vendor, no more than four vendors selling veggies, four vendors selling baked goods and couple vendors selling jewelry.",availability
"The prices are a little higher than the other markets, however, the market is good if you need some fresh veggies or fruit if you don't have time to go to the Lincoln Park market on Armitage.",availability
The aisle are narrow so not a good place to bring pets or strollers.,environment
When I can't come here my house's produce severely suffers.,Non-relevant
Love the deals and people!!,environment
"This market, which is not actually a city-sponsored farmer's market is small but nice.",environment
"They have a bread guy that I really, really like..",Non-relevant
He has some good stuff...,Non-relevant
"Ciabatta, great pretzel rolls, etc.",availability
"Expect to pay, but it's good.",quality
There's another guy who does bread only from whole wheat type stuff...,Non-relevant
"They usually have 3 or 4 produce vendors... one specializes more in fruit, another has Mirai corn and other stuff, another has a little bit of everything. if you've never had mirai corn, go here and check it out!",availability
"There's a lady selling baked goods, and an olive oil booth type guy.",Non-relevant
And a lady selling flowers...,Non-relevant
And a cheese person (a bit lackluster though),Non-relevant
"Unlike city-sponsored markets, they also have a few people selling crafts.",Non-relevant
"I never check those out, but maybe you'll find something you like.",Non-relevant
Oh what a lovely place!,environment
Sadly I am not in Chicago that often to enjoy this market to it's fullest.,Non-relevant
As a matter of fact the first and only time I have gone most of the stores were not even open yet.,Non-relevant
BUT it was still a great expierence.,environment
It is going on my list of places to stop each and everytime I find myself in Chicago!,Non-relevant
This market makes my Saturday mornings!,Non-relevant
"When I didn't have a job for a short time and was bored and just wanted to get out and enjoy this new city that I moved into, I stumbled across this market.",Non-relevant
"Now in Texas we have farmer's markets, but they're really just outdoor supermarkets (seriously, they're not so much fun).",Non-relevant
I love the guys from the bakery in Geneva!,Non-relevant
And YUM!!!,quality
The pretzel bread there is a weakness of mine!,Non-relevant
"The last weekend of the market, I buy about 3 bags of that and freeze it for the winter to enjoy.",Non-relevant
The produce I love b/c I find it to be more affordable and better quality than the stores.,quality
It's not huge which I love b/c I see the same people all the time - just the neighborhood people.,environment
And the I *have* to buy flowers every time I go which has never been me but now I have to have fresh flowers in the house every week.,Non-relevant
"This is a great start to a Saturday morning, grab your reusable back, the dog and a coffee, and go out to shop with the locals!",environment
There's nothing better and another one of the countless reasons I love Chicago!,Non-relevant
"Great baked goods, several farm stands, fresh flowers, and a changing assortment of other booths.",availability
"This is a small, neighborhood market, organized by a company that sets up farmers markets in Paris.",environment
I should be going here for the fresh fruits and vegetables -- you won't see strawberries like these at the supermarket! -- but it's really the pretzel bread and cheese loaf that get me out of bed on a Saturday morning.,availability
"You can find seasonal produce (we're in strawberry & rhubarb time right now), as well as a selection of staples (potatoes, onions, lettuces), and usually some specialty items.",availability
"Several stands sell their own jams and jellies, and a bee-keeper has been offering honey there lately, too.",availability
"There are frequently stands with specialty food items, like barbecue sauce, olives, or cheeses.",availability
"In addition, you'll find a changing array of jewelry-sellers, local artists (got a real deal on a painting of the Illinois prairie last week, because it was raining and the artist wanted to make a sale -- that doesn't happen at Jewel!), and craftspeople.",environment
The market is open from 8 a.m. to 2 p.m. and you can easily combine a trip here with breakfast at one of the many local brunch spots or coffee shops.,Non-relevant
Great farmer's market with a unique selection of vendors.,availability
"The big produce stand is great and accepts credit cards, but make sure to check out the bread folks (olive bread) and the cheese stand (string cheese and cheese curds), great stuff.",environment
I love this market too.,Non-relevant
Some of the original vendors are still there since it launched (3 yrs ago?) so it's really nice to see them year after year.,Non-relevant
The pretzel bread is amazing (seems to be lots of agreement on this).,quality
"The produce is just picked, fresh and wonderful.",quality
I don't buy any vegies at grocery stores when the market is open.,Non-relevant
"This year, there's a yummy olive oil vendor and some jams and jellies.",availability
"The craft vendors don't take booths for the season but rotate, so you never know who will be there from week to week.",Non-relevant
"The Nettelhorst School courtyard is definitely one of my ""go to"" Sat morning hangouts.",Non-relevant
OMG to cute to boot!,environment
I love this little market and it completely made my Saturday morning!,Non-relevant
"All of the fresh breads, herbs, oils, veggies and fruits blend together to make some of the best smells in the city.",availability
This is my second market experience and I must say even though this one was smaller I fell in love with it right away!,Non-relevant
Everyone is so friendly and helpful and the prices are define.,environment
I know a lot of people say they've noticed a price increase in items because of the economy well not here!,environment
I know I mentioned this is a smaller market.,Non-relevant
Maybe 20-30 vendors as someone else mentioned but I spent nearly 45 minutes here wandering around and taking it all in.,Non-relevant
I will definitely be back.,Non-relevant
I'm from a smaller town and this little market reminds me of home!,environment
Love this local Farmer's Market and try to make a trip there every Saturday.,Non-relevant
The produce is fresh and delish.,quality
"Last summer, there was a vendor there selling beautiful Italian photographs.",Non-relevant
Wish I would have gotten her card...any Yelpers have her info or website?,Non-relevant
"Pros: Convenient location, fresh fruits and vegetables, competitive prices, satisfaction from buying fresh food at a local market.",quality
Cons: Slightly small.,environment
I really like this small and sweet lil neighborhood market.,environment
Last Saturday was my first time here and I regret not going here earlier.,Non-relevant
The place is small so there are just 1-2 stalls per item.,environment
A bigger place would probably give more options.,availability
"But nevertheless, the stalls that are present are pretty good.",quality
I bought my weekly quota of vegetables and fruits which were all very fresh.,quality
"The prices are comparable to those at whole foods (which is where I usually shop), a couple of veggies seemed slightly higher but others were almost equally or even slightly lower priced.",environment
"The peaches were wonderful, they were soft and juicy and worth every cent I spent on them(4$ for a box of abt 6-7 good sized peaches).",quality
I am surely going again for the remaining few weeks that are left before the onset of winter.,Non-relevant
"Fresh food, friendly vendors, and right by my apartment!",environment
Going to the Farmer's Market never ceases to amuse me. the flowers are lovely.,environment
What a cute lil farmers market!,environment
"They had all I was looking for plus yummy looking pastries, pretty flowers and nice handcrafted jewlery and purses.",quality
"I love that it's 2 blocks from my places and can't wait to enjoy it next summer, as sadly the season is drawing to a close.",Non-relevant
Great find in East Lakeview!,Non-relevant
Can't wait for them to start up again in a few weeks ...,Non-relevant
Last year they had Brussel Sprouts the size of your fist that were the best I've ever had!,availability
And I can't say enough about those pretzel rolls ...,Non-relevant
"Ahhh, breakfast at Stella's, a little walk down to Melrose ...",Non-relevant
Great way to spend a weekend morning!,Non-relevant
"Spring, hurry up and get here!",Non-relevant
"I went to this market today, hoping to find organic vegetables and be able to give my money to the local economy instead of big corporate conglomerates like Albertsons or Safeway.",quality
"I asked one of the guys about some of the vegetables and how they are grown, and I was surprised to find out that they are grown conventionally (hot house and with pesticides).",quality
He didn't seem to know a lot about the vegetables and that the actual owners don't' come out to these farmers markets.,Non-relevant
"So I asked if I could pay them a visit, and he told me they dont' take visitors.",Non-relevant
Is it because they don't want the public to see their own practices?,Non-relevant
Maybe their vegetables are no better than Jewel or Dominicks?,Non-relevant
I don't know.,Non-relevant
"I also met a woman there who was dressed like she was amish, but after talking to the first guy, it made me wonder if it was a gimmick.",Non-relevant
"If you're buying from farmers markets to support local farmers and get organic fresh produce, this is not the one to go to.",quality
"They are slightly more expensive than the chain grocery stores, but it does not seem worth the cost.",quality
"They do have nice crafts there, that I would consider checking out though, I also personally dont' eat any dairy products, so I can't speak about the quality of those items, but I think your money would be better spent on another place's vegetables.",quality
What a great find along route 59!,Non-relevant
"I religiously hit the farmers market every Saturday morning, but last Saturday I couldn't get up in time, and I assumed I was SOL for the week.",Non-relevant
"My son was playing in a football game @ Commissioner's Park down on 111th, so I found myself in this neck of the woods in the afternoon.",Non-relevant
"I was pretty psyched to see this place, so I drove in and found some amazing produce sold by really nice people!",quality
"Most of the stuff they sell is locally grown, and what isn't local is clearly labeled.",quality
"I'm not a ""locavore"" and I think the whole concept is kind of silly, but I do love the freshness of the farmers markets and farmstands.",quality
"These folks tell you exactly where you are getting your produce from, so if that's important to you, they've got you covered.",environment
Their carrots here are amazing.,quality
For years we used to buy the baby carrots at the grocery store.,Non-relevant
"Let me tell you, the real carrots that you have to peel and cut are 100x tastier than baby carrots, and the carrots here are the best I've ever seen (or tasted).",quality
"I also picked up some beautiful arugula (just barely bitter and delicious), celery, 6 ears of corn, and a few other items.",quality
They also have a really beautiful selection of pastas and honey.,availability
Prices were VERY reasonable.,environment
"For the quality I would have honestly paid more, but I got out for less than $25 for over a week's worth of produce.",quality
"They are really nice people, and they even take credit cards (which is great).",environment
Overall an excellent farmstand!,Non-relevant
I will be back the next time my kids have games out this way.,Non-relevant
"I might even make a special trip or two just to get more of those carrots, too.",Non-relevant
Really cute little farmstand/nursery.,environment
All the produce looked really fantastic and fresh.,quality
There were all sorts of homemade items in jars.,availability
Jams and jellies.,availability
Fresh honey and maple syrup as well.,Non-relevant
The only reason I'm giving them a 4 star review is the fact that unless you had a landscaper you could not purchase items out in the fields.,Non-relevant
"I get it that many people are fine with hiring a landscaper, but my husband and I prefer to do our own landscaping.",Non-relevant
I am not sure why this was a requirement and I hope in the future they will rethink this as it deters probably many more customers.,environment
One of the best farmstand I have been.,Non-relevant
Very clean and fun to go around.,safety
Lots of fresh veggies.,quality
Love the onion and the eggs that they sell are the best.,Non-relevant
"Love the hot peppers, fresh spinach.....",Non-relevant
I can go on and on about this place.,Non-relevant
The ladies are wonderful and wish them the best.,Non-relevant
I have been a fan of this farm stand since we discovered it.,Non-relevant
And my latest experience there has left much to be desired.,Non-relevant
"One of the clerks, a blonde woman with a practical bob was very rude to me and my daughter.",Non-relevant
And when we moved from the tomato area she took away every tomato I and my daughter touched.,Non-relevant
She accused my daughter if squeezing them when she hadn't.,Non-relevant
And for her to talk to a 4 year old and not me directly seemed wrong.,Non-relevant
I have no idea what that was about but I will not pay money to be insulted.,Non-relevant
There are quite a few farm stands in the area.,availability
And a French market nearby.,Non-relevant
I'll take my business elsewhere.,Non-relevant
Awesome people and great variety of local (when possible) fruits and veggies.,availability
We come here almost every weekend.,Non-relevant
Very disappointing produce and even worse customer service.,quality
"Staff was too busy flirting with customers to take a question, and when finally talking to a manager they were condescending and abrupt.",environment
Produce left MUCH to be desired being dry and bitter when expected to be luscious and vibrant.,quality
"Fresh local produce and friendly, helpful service.",environment
"Took a ride out to the ""country"" to get tomatoes and fixin's so hubby could can a batch of his delicious chili sauce.",quality
"Great variety and lots of other items too such as jellys, popcorn kernel varieties and pickles.",availability
Definitely will return.,Non-relevant
"This is a nice produce stand housed in a little barn structure, the rural nature of which is oddly juxtaposed against the screaming traffic of Route 59 beyond.",Non-relevant
"Beyond carrying a variety of fruits and veggies -- potatoes, onions, pattypan squash, eggplant, zuchinni, green onion, radishes, apples, peaches, plums, blueberries, among other things -- they also have a number of jams and jellies, sauces, salsas, pickles, and pie fillings ready-made for sale.",availability
"I bought a half-dozen ears of bi-color corn for $2.50 I believe (they were pre-bundled and I prefer to choose my own from open stock, but the one I pulled out and had a look at looked good, and all the tassels were still golden and sticky, a sign of fresh ears).",quality
"I also got a little bunch of purple radishes, and the lady ringing us up threw in the last remaining bunch of radishes they had for free (it was nearing the end of the day, and ""they just looked so sad by themselves!"") I also nabbed a peach and a Jersey Mac apple -- easy breakfasts, and they looked so much better than the grocery store versions, particularly the apple!",Non-relevant
There is also a small selection of potted plants outside for sale.,availability
The bigger selection of plants off to the side are apparently sold only to landscapers.,availability
They are open daily from 9-6 through Halloween.,Non-relevant
"So the next time you're fitful for a forkful of the farm but you're cruising by in your convertible on 59, make a pit stop at Wagners and grab some greens.",Non-relevant
You should eat more roughage anyway.,Non-relevant
This farm stand has what I need and I frequent this establishment every two days!,Non-relevant
"Arugula, cilantro, basil (italian, lemon, thai), cucumbers, white and red potatoes.",availability
White corn and bi-color sweet corn.,Non-relevant
Rainier cherries.,Non-relevant
I buy the hot corn salsa and pour it over the arugula for extra spiciness.,Non-relevant
I also bought an Endless Summer Hydrangea from their flower collection.,Non-relevant
It's very large and healthy!,quality
"We love, love, love this farm stand!",Non-relevant
The corn is picked fresh every day and all the produce is fresh and good.,quality
And they sell a sauerkraut that is the best ever as well as great pickles.,quality
Highly recommended.,Non-relevant
I enjoy going to this small friendly farm stand every week from July all the way thru October!,environment
The corn never disappoints!,quality
"And the nectarines, grapes, tomatoes, potatoes, apples,(including honey crisp) pumpkins, and melons are so tasty!",availability
I am always so sad when it closes for the season.,Non-relevant
My favorite farmers market!!,Non-relevant
Right in my lovely Florissant hometown!,environment
In and out with all the fresh essentials.,quality
This place features low quality at high prices (with the exception of a few loss leaders to get you in the door).,quality
The fruit is way past its eat by date let alone should be out for sale.,Non-relevant
They are also not a credit card friendly establishment.,environment
They require minimum of $10 to use credit.,Non-relevant
Who is going to spend $10 on produce that is going to spoil before you can eat it?,Non-relevant
"With silly credit card policies, you should avoid this place and head to Thies'.",environment
Or the Dierbergs around the corner.,Non-relevant
Love this place!,Non-relevant
I always stop here before heading to my usual grocery store.,Non-relevant
"The last new recipe I was trying, called for about 5 different spices I've never heard of.",Non-relevant
I found all of them here for a great price.,environment
Glad to have this little store right around the corner!,environment
Cute market in Florissant around the way.,environment
Their prices for produce are cheaper than your local supermarket and locally grown I believe.,quality
Really great spice section!,quality
"You can find anything in there and assorted grains, rice, etc.",availability
"I usually just look at their sign when driving by to see what is on sale, friendly staff and I think you have to spend $9 or $10 to buy with debit.",environment
The produce is good and fresh.,quality
Everyone is very nice and helpful.,environment
Would be nice if they posted what types of payments they took and would be really nice if they took EBT.,Non-relevant
You may be here a while.,Non-relevant
There are so many spices that you may lose control.,Non-relevant
You can find ghost pepper here which is a good thing.,availability
Lots of plants and veggies and produce as well.,availability
Pretty reasonable prices and a lot of inventory This mom and pop grocery store has fresh fruits and veggies at a reasonable price.,environment
My favorite thing about Goeke's is their herbs and spice section.,Non-relevant
"They have the largest selection I have ever seen, and they even have custom blends for marinating and making dips and dressings.",availability
"If you are looking for healthy snacks, they have containers of nuts and dried fruits.",quality
All in all it's a cool little store.,environment
Farmstand in Springfield with high quality locally grown produce.,quality
"Selection in early September was tomatoes, peppers, eggplant, zucchini, squash, apples.",availability
Everything looked very good and the woman working there is quite friendly.,environment
"I went here hoping to pick apples, but they don't offer pick your own.",Non-relevant
They do have many available for purchase in half peck bags though and they really are good for being home-grown.,quality
"I saw on another website you could pick apples here so that was a bummer, but I guess they do have pick your own strawberries in the spring.",availability
Worth stopping if you are in the area.,Non-relevant
The Miller Beach Farmer's Market is great.,Non-relevant
I only wish that it were bigger and had more vendors.,environment
The honey stand (Panos Farm) sells the best honey I have ever tasted.,quality
The cheese stand (Stamper Cheese) is also great and the vendor will let you sample any of the cheeses.,environment
I am looking forward to the spring for the market to open again.,Non-relevant
It would be great if they had a location to hold the market indoors during the winter months.,Non-relevant
The Valpo Market has grown over the last few years!,Non-relevant
"As an ice cream vendor, we have been happy with the dedication and perseverance that the Valparaiso Events team has shown to grow this market.",Non-relevant
"The location is perfect right in the middle of downtown and there are numerous options for crafts, fresh seasonal vegetables, food and flowers.",environment
Grab your produce and walk to one of the many downtown Valparaiso restaurants for lunch!,Non-relevant
This market just keeps better and better.,Non-relevant
We look forward to the different options every year.,availability
Nice little farmers' market.,environment
"With a few local farm stands, a couple snack tents/trucks, and the occasional handicraft vendor.",environment
"It seems small, even for a community this size, and the selection isn't as wide as I'd like, but things are fresh local, and at a couple vendors, organic.",environment
The guy and I stopped by this market and I could not believe how fantastic the prices were!,Non-relevant
"We got there late (around 2:30pm) and they were starting to wrap up, but we managed to pick up a huge box of strawberries (about 12 one pint containers), a huge box of ripe vine tomatoes and a box of green seedless grapes.",availability
"We had enough fruit for about a month, and we got the whole thing for $20.",Non-relevant
The best part is that this farmer's market is right in front of the new Whole Foods.,Non-relevant
See you next week!,Non-relevant
"I'm gong to go ahead and echo the reviewer below who said this is ""barely a farmer's market.""",Non-relevant
