Sentences,Label
Go here late and a lot of stuff is sold out.,Non-relevant
Go here in the middle and the parking lot on Willow is really backed up and precarious.,environment
"Totally crowded at 10:30AM, can't even move.",environment
Now here's where my complaining really begins:,Non-relevant
"I know it's a ""French market"" and not a ""farmers' market"" but the fact that this place is 9-10x more jewelry and pastries than produce is ridiculous.",Non-relevant
"That's kind of depressing, and the little bit of farmer's stands is not super great either.",environment
"Out of this whole place, only one is organic produce.",quality
Just one stand.,Non-relevant
And they sell out of stuff QUICK.,Non-relevant
The other places have been mostly disappointing.,environment
"Instead of growing and selling spring crops locally in the spring, they'd rather sell summer crops from Florida.",Non-relevant
And they all had these southern Illinois strawberries that were all bruised and looked like they were going bad.,quality
It seems like they all got them from the same distributor/farm or whatever.,Non-relevant
They aren't selling things they grow for the most part.,quality
The one nice thing I got was some Michigan hydroponic tomatoes that were very fresh and broccoli.,quality
"Let's hope they taste as good as they look, and let's hope the southern Illinois strawberries (which I got out of curiosity) taste a whole lot better than they look.",quality
I thought local food was supposed to be fresher than grocery store food?,quality
Not always.,Non-relevant
Maybe those tomatoes will bring me back to fight the crowds next week but they'd have to be pretty damn good.,environment
Came here for my first time today as it was beautiful a outside and wanted to check out the local fare.,Non-relevant
"Tasted some locally produced honey, breads and kettle corn.",quality
"They had pretty broad selection of clothes, crafts and foods available from different local vendors.",availability
"Found some fresh model mushrooms available that had been picked in Wisconsin and considering I didn't find any this year, 10 bucks for a seasonal delicacy wasn't a bad deal!!",availability
Indulge much?,Non-relevant
I had such a great time choosing my indulgences at this market!,Non-relevant
And most were within reason.,Non-relevant
It was a win-win!,Non-relevant
We went earlier in the day to avoid the crowds that gather here in downtown Wheaton.,Non-relevant
"But by the time we left, it was getting crowded and the strollers had made their way to the aisles.",environment
"So yes, come early.",Non-relevant
I started making purchases almost immediately.,Non-relevant
I think that may have been a mistake.,Non-relevant
Similar vendors had similar products at a lower cost as I moved up and down the aisles.,Non-relevant
"If you have the time, I would encourage you to look at everything and then make your decisions.",Non-relevant
But if there's a limited supply of things - get it while the getting is good!,availability
Let's talk about some of my favorites...,Non-relevant
We tried some honey.,Non-relevant
It was marvelous!,Non-relevant
Different honey combos jarred up and ready to go.,Non-relevant
They even had mini jars available so you could take home a variety.,availability
I loved that I could taste the options before I purchased.,Non-relevant
"Thank you, Bron's Bee Honey!!",Non-relevant
St. Roger Abbey was there complete with nuns and baked goods.,Non-relevant
Another win when we ate that chocolate tartlet.,Non-relevant
Denny's Acres supplied me with Yukon gold potatoes that I split over two dinners and some gorgeous baby asparagus.,availability
They had a nice variety of produce to offer and I wouldn't hesitate to purchase from this local vendor again!,availability
I tried tea from two different vendors.,Non-relevant
"Both were good, but I preferred The Tea House.",Non-relevant
The gentleman working that booth really knew his stuff and I was sold on the Tea-Vine without even tasting it.,Non-relevant
I've since tasted it and it's exactly as he described.,quality
Nice!,Non-relevant
"There were at least two meat vendors, but I was wooed by Farm Fresh Foodstuffs.",Non-relevant
Yet another knowledgable man in the crowd.,environment
He had a lot to say and I ended up a big fan after a few minutes of chatting.,Non-relevant
I bought two different types of bacon.,Non-relevant
My girlfriend bought ground beef.,Non-relevant
And it looks like they may be able to help with a raw diet for a special Princess I know. :-),Non-relevant
Hahn's Bakery from Geneva was here.,Non-relevant
"I am already a day of Hahn's, so I was on the hunt for a kitchen sink cookie, but alas they did not bring those for the day.",Non-relevant
"Although, I did hear they were asked by multiple people, so it may make its way into their French Market inventory in the future.",Non-relevant
You never know...,Non-relevant
What they did provide were fresh baked pretzel rolls and still warm donuts.,availability
"No, not warm from the sun...but warm from the onsite fryer.",Non-relevant
They're making that magic happen on the premises.,Non-relevant
It was a perfect way to wrap up a delicious morning at the market!,Non-relevant
"This French Market is everything a French Market should be, so it's very crowded!",environment
"Here you'll find fresh crepes, beautiful flowers, fruit and vegetables, handcrafted soaps, jewelry, knick knacks, it has it all.",availability
"There's 4 aisles of local fare and most of the vendors are friendly, save the jewelry lady who was extra snarky.",environment
My top pic for jewelry here is Adorn512.,Non-relevant
Such a delicate and unique but trendy selection.,availability
About the crowds though.,environment
I'd recommend either coming early to avoid them and have first pick of the best produce.,Non-relevant
I love spending my Saturday mornings walking around Farmer's Markets.,Non-relevant
I've been to the Wheaton French Market three times already since moving to Wheaton.,Non-relevant
The vendor offerings are pretty good and I always find myself leaving with at least a few goodies.,availability
"You can find expect to find macarons, coffee, pastries, bread, olives, pickles, dog treats, jewelry, gluten-free goodies and don't forget about the fruits and veggies.",availability
The good: -You're supporting small business owners and farmers -It's a good way to discover new products or items you haven't tried before -All your favorite Wheaton businesses are in one convenient location -Lots of vendors take both cash and cards!,environment
Huge pro,Non-relevant
The meh: -No dogs allowed.,environment
"Although my dogs aren't well behaved enough to visit such an event, I always love meeting other dog owners and seeing the pups around. -The space itself is incredibly narrow-- which probably has a lot to do with why no dogs are allowed. -Parking is tough unless you get here right when it starts or a little before.",environment
You might find yourself driving in circles for parking for awhile.,environment
I was here at 745 one morning and had my share of parking spots.,environment
The bad: -No real cons that would keep me from coming,environment
I'll continue coming to The French Market as long as the weather and my work schedule allows.,Non-relevant
It's a great way to spend a relaxing Saturday morning.,Non-relevant
My favorite Saturday morning destination!,Non-relevant
"Lots of vendors: Loose teas, Thai Food, crepes, fresh donuts, gluten-free cookies and scones, fresh vegetables, artison's treasures, jewelry, soaps, local honey, fresh-squeezed lemonade, pies, woven baskets, puzzles, puppets, gorgeous plants and fresh-cut flowers, etc.!",availability
Get lost in the crowd!,environment
This market has a variety of things!,availability
"From fresh veggies, fresh fruit, fresh crepes, fresh coffee, fresh smiles!",availability
Just a lovely place to be on a Saturday morning.,Non-relevant
Plenty of seating and people are so pleasant.,Non-relevant
Maybe this market has declined since the previous reviews.,Non-relevant
It is messy.,safety
"The vendors are crammed into, too small of an area making it uncomfortable to navigate THEM AND the patrons who feel it necessary to bring strollers or walking dogs.",environment
"I LIKE kids and dogs, but the little ones get bags in their faces, trip people up and see only butts and legs (and dogs).",environment
Both are safety hazards.,safety
There are also too few garbage bins and it is common to see used toothpicks from samples littering the food product tables.,environment
"This market has 3 notable vendors, cheese; pretzel/bread and knife sharpener.",availability
All others are price-gougers and slopping messers!,availability
A wonderful and pretty large farmer's market.,environment
"Great choice of local and seasonal veggies, fruits, cheese, pastries, breads, coffee, tea, crepes, jams, jellies, mustards, jewelry, accessories, etc.",availability
There was even a little live music.,environment
"The only downfall was that there was only 1 booth containing any meat or eggs, and by 10:30am the eggs were sold out.",Non-relevant
I purposely wear a scarf whenever i come here to get the true FRENCH market experience.,Non-relevant
Just kidding.,Non-relevant
(No I'm not).,Non-relevant
"Oh, that, and pretty much dodging all the bees flying around all the vendors with sweets and produce.",environment
This is one of the best markets in the Illinois suburbs. 4 rows of local arts and crafts and also baked goods and produce.,Non-relevant
Love the fall season especially because of the squashes.,Non-relevant
My favorite so far are acorn and butternut.,Non-relevant
"It's decently priced...you may find it to be cheaper at the grocery but hey, its a french market.",Non-relevant
My Saturday mornings have been spent here for the past 2 weeks.,Non-relevant
My advice: stop by the vendors with the baked goodies.,Non-relevant
Best find so far among the bakery vendors was a loaf of Chocolate chip pumpkin bread.,availability
Pair that with a hot mug of apple cider and you're seriously on cloud 9.,Non-relevant
"Oh and yes, they have a crepes station!",Non-relevant
Wow!,Non-relevant
LOVE this French Market!,Non-relevant
"Plenty of goodies to look at and buy from a variety of vendors: -several ""farmer's market"" produce stands overflowing with fresh seasonal fruits & veggies",availability
-several bakeries - both sweet & savory offerings,Non-relevant
"-homemade canned pickles, dilly beans (pickled green beans, yum!), relishes, sauces & other condiments",availability
-a few folks selling several kinds of CHEESE!,Non-relevant
"-Many vendors of handcrafted jewelry, handbags & scarves @ affordable prices",Non-relevant
-a couple people selling the most gorgeous (and pricey!) hanging baskets and planters (both BIG and small) of flowers and other greenery,environment
-flowers & greens available by the stem/stalk to make your own bouquet,Non-relevant
"-Several food, ready to eat, vendors as well including the local Pad Thai restaurant, Jolly Posh, a gourmet popcorn stand (White Cheddar & Rosemary Popcorn?!?",Non-relevant
"OMG, YES!), a grilled cheese shop, and others I can't possibly remember.",Non-relevant
"The earlier you get there the better as there is a lot to see but it's all crammed in a very small area - and once those mommies wielding their double-wide ankle destroyers, um, I mean, strollers, get out & about, it's a bit cramped.",environment
"I wish it was adjacent to a park so you could take a break from the crowd and sit down to enjoy your lunch, breakfast or snack you will inevitably buy while there.",environment
At least there is parking garage next door so parking is a breeze!,environment
The local farmer's market is my go to place for my local honey.,environment
"This farmers market is really great, however, it can be difficult to navigate with the crowds while finding a place to park.",environment
For parking and convenience I usually opt for parking in the parking garage just south of the train tracks.,environment
While at the market the are two main aisles that have vendors of all kinds.,Non-relevant
"You can find anything from tea, to homemade dog treats, to flowers for your garden, there are even a couple of food truck/vendors.",availability
"And if you are fortunate to walk the aisles during the month of May, the fragrance from the lilac bushes located between the farmers market and the train tracks waft thought the aisles, it's truly a great experience.",Non-relevant
"Cool concept, very poor experience though.",environment
As others have stated this market has wonderful variety.,availability
Tons of vendors and many types of goodies to buy.,availability
But...get ready for my rant...,Non-relevant
People I have a dog that I adore and we take him lots of place with us but I make sure it's an appropriate place like a park.,environment
Why a bunch of you think it's cute to bring Fido with you to an over crowded outdoor market with very cramped quarters makes no sense to me.,environment
I loved the lady with two dogs trying to navigate the super narrow aisles.,environment
"Next, leave the damn stroller at home!!!!",Non-relevant
"If your precious child cannot walk on their own, than don't come or leave the baby home with dad or mom.",Non-relevant
Seriously!,Non-relevant
One woman had a double-wide stroller AND a dog and was sipping on her Starbucks oblivious to the traffic jam she was causing.,environment
"Sorry Wheaton, other burbs and Chicago neighborhoods have got the Farmers Market thing down.",Non-relevant
Yours needs some help.,Non-relevant
"Hint, move it to an area that is not so crowded.",environment
We won't be back.,Non-relevant
"This was perfect on this cool, fall morning.",Non-relevant
There are great stands with a wide variety of items.,availability
"The fresh baked goods are wonderful, a large selection of large and unusually shaped and colored pumpkins, fresh and locally grown fruits and vegetables, fresh flowers, some craft items, honey from a local farm, cheeses, popcorn, canned salsas and pickles, homemade jams and jellies, it goes on.",availability
"I have not yet tried the strawberry banana bread, sounds like it will make a great lunch.",availability
Stop and take a look around.,Non-relevant
It really is one of the better local farmers markets.,Non-relevant
"The Wheaton French Market is a good place to go if you're looking for a variety of food, not all of it French.",availability
I suppose the most French thing about this market is the crepe stand,quality
"There's a *lot* of bread as well, and there are some nuns sell both savory and sweet bread.",Non-relevant
Vegetables and fruit can be hit or miss.,Non-relevant
"If it's out of season in the midwest, expect the fruit you find to be trucked up from Florida.",Non-relevant
"Nothing wrong with that, and the peaches *were* good... but next time I'll wait the extra month.",quality
"It's conveniently located in downtown Wheaton and there's always a bustle of activity, live music, many pounds of frozen blueberries (which we did get one year; they were very good)... in generally, this is what I would expect a farmers' market to be.",Non-relevant
I would consider myself a farmer's market junkie.,Non-relevant
Today we missed Naperville's due to yoga so we ventured out to Wheaton which is open till 2pm.,Non-relevant
Long and short of it: we won't be back.,Non-relevant
1: the aisles.,Non-relevant
Everyone has done a great job punting out they are too narrow.,Non-relevant
It's horrid!,Non-relevant
We aren't in Paris!,Non-relevant
Spread it out a little more.,Non-relevant
"2: the non-food vendors: while I understand this is a French Market, the numerous vendors peddling various other goods just cramps up the area.",Non-relevant
We only came for food!,Non-relevant
"3: the ""grocery"" produce: perhaps my biggest irk.",quality
"We go to farmers markets to buy local, supporting the local farmers, to eat in the season and get the freshest, whole foods we can.",Non-relevant
How in the world are tomatoes from Arizona(as it said on the box) fit in that?,Non-relevant
Some purveyors had so any different varieties of produce that it was obvious that they are not growing them but purchasing them at wholesale and turning a profit on people none the wiser.,availability
Talk to the vendors people!,Non-relevant
"I found a certified organic farm from Michigan that was able to fulfill my need for cucumbers, tomatoes and kale but some of you may of bought the same stuff being sold at Mariano's down the street!",availability
A few reviewers said that the food was more expensive than the grocery store.,Non-relevant
It can be.,Non-relevant
"But we pay more to support the local farmers and sometimes it's a better deal than the chemically enhanced, grown in a lab, cross bred stuff found at the grocery store.",environment
You pay a premium to eat good the way it looks grown from a seed with little to no human intervention!!,Non-relevant
In the end we won't come back.,Non-relevant
There are so many farmers markets now and this one for the reasons above is just not worth the time.,Non-relevant
Hmmmm...,Non-relevant
"Parking is rough, the crowds are absurd, and I can't say the selection is any more amazing than I can get in Naperville.",environment
I'm glad I went but I don't think I'll go back anytime soon.,Non-relevant
"This is a great farmers market with a large selection of produce from several vendors, as well as some meat and dairy, and non-food items like bird seed and gift items.",availability
It can get crowded and the location doesn't have a lot of great parking nearby - but the selection and prices are worth it.,environment
"Whatever you do, if you bring your dog, look out for idiots who don't watch their dogs and use retractable leashes.",environment
Some stupid polish chick and her idiot boyfriend on Sunday had a little rat looking dog that they let come over by my dog and tangle the leash all up and of course my dog was annoyed and growled at their stupid dog and they blamed me.,environment
Be aware.....I will not be taking my nice dog there anymore because of stupid dog owners.,environment
"While I was in town a couple weeks ago, my parents invited us to tag along with them on a Sunday morning trip to the Lions Farmer's Market.",Non-relevant
"The market wasn't really around (or it was small) while I lived in town years ago, so I was pretty shocked to find out how large and diverse it was (I also commend my parents for shopping here).",environment
The entire [long] parking lot of the train station is occupied for this market -- with a good crowd of people and dogs.,environment
"It's bigger than the Schaumburg Farmer's Market, which is usually my favorite in the 'burbs. All your food bases are covered: veggies (soooo many delicious veggies at different booths), breads, sauces, fruits, meat, eggs, etc.",availability
"Several craft booths were present, including one with stunning dried & decorated gourds.",Non-relevant
It fascinated me.,Non-relevant
"At one end of the market was a taco booth, with fresh tacos for people to enjoy while they look around.",Non-relevant
"I don't know if the booths I saw are the same that show up every week, but man, I was impressed.",Non-relevant
Definitely check out this market if you're in the area and looking for ways to support local farmers & businesses.,environment
"This is one of the few farmer's markets on the weekend, so us M-F working stiffs in the 'burbs can enjoy it!",Non-relevant
It's every Sunday June through October.,Non-relevant
"It's not huge like the French Market in Wheaton, but it has just enough of everything to have most of the bases covered.",availability
"There were plenty of fresh fruit & veggies, an olive vendor who also had fresh pita bread, a cheese vendor, a couple of bread & pastry booths, a fresh meat market vendor, kettle corn, frozen yogurt, a taco vendor & a variety of craft-type booths offering jewelry, purses, dried & decorated gourds (gorgeous) & lawn ornaments.",availability
"While their location is idea for visibility, it is not ideal for parking.",environment
"We only had to walk a block from where we parked, which isn't bad, but having to cross the railroad tracks can be a bit tricky for the elderly crowd (one, they are trying to hurry, which always makes me nervous, and two, they have to keep looking down to make sure they walk over the tracks so they can't keep looking up to see where they are actually going...I'm just glad I was there to hold Busia's arm & direct her while she looked down to watch her step).",environment
"When I saw that I couldn't check in at the Farmer's Market because it wasn't on Yelp yet, I was shocked!",Non-relevant
"This busy farmer's market appeared to have numerous satisfied customers, a regular clientele, and tons of great produce.",environment
"From the standard organic veggies you expect to see at a farmer's market to harder to find market goods like Farmer Nick's naturally-raised meats and free-range chicken eggs, you can get most of your fresh food shopping done here on Sundays between 8am and 1pm from June to October.",availability
"Everything is seasonal, so I say ""most"" because if you're like me, you want a couple of bananas every week to put in your Cheerios.",Non-relevant
"Beyond that, though, this market has such excellent variety that you can plan any number of meals without leaving this block-long stretch of stands.",availability
"I snapped up some sweet corn, brussels sprouts, and apples after waffling over whether to take home the season's last strawberries.",availability
"There are also a few unexpected things, like the guy sharpening knives on an old-school wheel (I love when markets have this!), the smoothie stand, the pizza-while-you-shop guys, and the fresh hummus stall, which has at least a dozen kinds of hummus plus packed olives and cornichons.",Non-relevant
You can even buy pastries from nuns.,availability
There were a couple of vendors that caused me to raise an eyebrow.,Non-relevant
"I expect to see marble wine bottle toppers at WineStyles, not at a farmer's market.",Non-relevant
"I would have liked to see something more fitting with the idea of local, sustainable products there instead, like Chicago rooftop honey.",quality
"The Lion's Club sponsors the market, and they are always accepting donations of used glasses, plus they accept used ink cartridges for recycling.",Non-relevant
